timestamp,sensor_1,sensor_2,sensor_3
2021-01-01T00:00:00Z,0.029422617,-0.473649498,-0.19224458
2021-01-01T00:01:00Z,1.007787393,-1.052367306,0.262377261
2021-01-01T00:02:00Z,0.748065889,-0.566472749,-0.072228041
2021-01-01T00:03:00Z,0.969546005,-0.376075739,0.1906547
2021-01-01T00:04:00Z,1.437884759,0.882075332,-1.007224649
2021-01-01T00:05:00Z,0.997356244,0.328516725,-0.428782042
2021-01-01T00:06:00Z,0.972924733,0.695607892,-1.139777769
2021-01-01T00:07:00Z,1.616419945,0.082182996,1.447420156
2021-01-01T00:08:00Z,0.73030701,0.534265584,1.220560838
2021-01-01T00:09:00Z,1.576517163,-2.579702562,-1.474013466
2021-01-01T00:10:00Z,0.021617757,0.509917499,0.866395726
2021-01-01T00:11:00Z,0.294957659,0.633810636,-0.408919699
2021-01-01T00:12:00Z,0.783522761,0.221075191,-1.206547158
2021-01-01T00:13:00Z,0.792853198,0.847506821,0.826463763
2021-01-01T00:14:00Z,0.668843181,1.907363947,-0.889379816
2021-01-01T00:15:00Z,0.018572175,0.194113703,-0.682656394
2021-01-01T00:16:00Z,0.496509606,0.203853328,0.11342092
2021-01-01T00:17:00Z,1.016590175,1.057616476,-0.931950449
2021-01-01T00:18:00Z,0.70727146,1.751269845,0.674810873
2021-01-01T00:19:00Z,0.584539085,1.344411085,0.419663194
2021-01-01T00:20:00Z,-2.220097314,1.315882623,-0.039621927
2021-01-01T00:21:00Z,0.556069667,-1.437433544,-0.24796082
2021-01-01T00:22:00Z,0.74906996,0.022949201,1.145146546
2021-01-01T00:23:00Z,-0.07706505,1.325323058,0.208160118
2021-01-01T00:24:00Z,1.493588338,0.527236855,-1.365345932
2021-01-01T00:25:00Z,0.608355805,-0.197964776,0.671181598
2021-01-01T00:26:00Z,0.740856312,0.751074651,0.120860651
2021-01-01T00:27:00Z,-1.269928876,2.472935979,-1.313695538
2021-01-01T00:28:00Z,0.064923045,0.919847225,0.604042754
2021-01-01T00:29:00Z,-0.89244394,0.545028088,-0.917459714
2021-01-01T00:30:00Z,-0.792829477,0.500803035,0.611602931
2021-01-01T00:31:00Z,-1.285560742,0.385466648,-1.112366631
2021-01-01T00:32:00Z,-1.724163132,-0.68773213,-0.346093834
2021-01-01T00:33:00Z,1.04383586,-0.42674621,-0.243686685
2021-01-01T00:34:00Z,-0.487297158,0.623013943,1.579928183
2021-01-01T00:35:00Z,-0.15402929,0.301345167,1.014762151
2021-01-01T00:36:00Z,-0.165796819,-1.857115719,-0.675784552
2021-01-01T00:37:00Z,0.773159879,0.389385497,-0.877054492
2021-01-01T00:38:00Z,0.235398725,1.031650109,0.073087807
2021-01-01T00:39:00Z,-0.185264406,-0.350756689,1.064501703
2021-01-01T00:40:00Z,-0.125762308,0.392905531,-0.475536111
2021-01-01T00:41:00Z,-2.112769052,-1.022852632,0.680887479
2021-01-01T00:42:00Z,0.4780006,-1.194343391,-0.38902073
2021-01-01T00:43:00Z,0.460197984,-0.0938838,-1.20650247
2021-01-01T00:44:00Z,0.967493775,-0.389208196,-0.546505899
2021-01-01T00:45:00Z,0.020777653,0.113079286,0.77866142
2021-01-01T00:46:00Z,0.506419711,0.159677341,0.872398875
2021-01-01T00:47:00Z,-1.948220294,-0.040843296,1.855396703
2021-01-01T00:48:00Z,-0.280411383,-0.04009959,-0.213382549
2021-01-01T00:49:00Z,-1.164441277,1.409215684,-0.203137124
2021-01-01T00:50:00Z,0.681201229,0.84052817,1.347751545
2021-01-01T00:51:00Z,1.231298833,-0.487811679,0.353550148
2021-01-01T00:52:00Z,0.463352389,0.704086407,-0.039444738
2021-01-01T00:53:00Z,-0.335753508,-0.053496216,-0.760869489
2021-01-01T00:54:00Z,-1.302639322,-0.800493257,-0.847618723
2021-01-01T00:55:00Z,-0.738127114,-0.354792154,0.172579456
2021-01-01T00:56:00Z,-1.260281861,0.515997366,0.822379924
2021-01-01T00:57:00Z,-1.759340369,0.688033894,-1.142522212
2021-01-01T00:58:00Z,0.212559146,0.225383146,-0.807535391
2021-01-01T00:59:00Z,-0.579219489,-0.623643236,0.926182021
2021-01-01T01:00:00Z,1.06226949,1.056747898,-0.86579384
2021-01-01T01:01:00Z,0.927253778,-0.46522795,-0.122006941
2021-01-01T01:02:00Z,1.299084891,1.212269141,1.404601734
2021-01-01T01:03:00Z,0.47229337,0.690870098,1.495709309
2021-01-01T01:04:00Z,-0.326530432,1.083119121,-1.016203863
2021-01-01T01:05:00Z,0.457031405,-0.264983281,0.296717721
2021-01-01T01:06:00Z,1.066169626,0.543247969,-1.105500359
2021-01-01T01:07:00Z,-1.209043915,-0.961442175,-0.207462747
2021-01-01T01:08:00Z,1.372360236,-1.388350613,-1.571961089
2021-01-01T01:09:00Z,-1.002303019,1.543193414,1.047750169
2021-01-01T01:10:00Z,0.994327049,-0.005754368,-0.435750435
2021-01-01T01:11:00Z,0.019445573,-0.456777047,-0.321010914
2021-01-01T01:12:00Z,-2.084603205,-0.489783484,0.557560661
2021-01-01T01:13:00Z,-0.285384924,1.136025191,1.148989383
2021-01-01T01:14:00Z,0.52125957,0.01952776,-0.314549355
2021-01-01T01:15:00Z,0.06421651,-0.189360334,1.013264051
2021-01-01T01:16:00Z,1.453956325,-0.051170811,0.848929695
2021-01-01T01:17:00Z,0.302920616,-0.485157542,0.053652211
2021-01-01T01:18:00Z,-0.351344495,-1.452199435,1.073580988
2021-01-01T01:19:00Z,-2.022530089,-0.971607583,-0.96435846
2021-01-01T01:20:00Z,2.432606227,-0.102941722,-1.509418895
2021-01-01T01:21:00Z,-0.582192761,-0.187385666,-0.913091808
2021-01-01T01:22:00Z,-0.214549996,1.002833367,1.533691223
2021-01-01T01:23:00Z,-2.020218666,-0.989323781,-1.048821291
2021-01-01T01:24:00Z,-0.539010971,0.187089951,0.25797875
2021-01-01T01:25:00Z,-0.012329235,-0.964797623,-0.22674354
2021-01-01T01:26:00Z,0.143355502,-1.337273553,-0.099005152
2021-01-01T01:27:00Z,-1.514186607,-1.590334182,0.533513128
2021-01-01T01:28:00Z,0.506803786,-0.432035511,-1.163679495
2021-01-01T01:29:00Z,0.079908924,-0.668013294,-1.630357542
2021-01-01T01:30:00Z,0.0385835,-1.271408685,-0.785470982
2021-01-01T01:31:00Z,0.107653648,-0.473209216,0.504653897
2021-01-01T01:32:00Z,0.608762529,0.059176859,-0.067603793
2021-01-01T01:33:00Z,-2.50522138,-0.863077314,0.926725217
2021-01-01T01:34:00Z,0.816674643,0.835142711,-0.19900104
2021-01-01T01:35:00Z,-0.868107848,-0.556841387,1.592447226
2021-01-01T01:36:00Z,0.585191313,-0.494046105,-0.295342532
2021-01-01T01:37:00Z,-1.077134601,-0.942036894,-0.348398245
2021-01-01T01:38:00Z,-0.491241002,-0.649291352,-0.685252622
2021-01-01T01:39:00Z,0.182343959,-0.989691816,-0.149158389
2021-01-01T01:40:00Z,0.457969588,-0.377091132,0.974647392
2021-01-01T01:41:00Z,-0.633897995,0.695693155,0.787887033
2021-01-01T01:42:00Z,-1.257375226,0.709885207,-1.146950458
2021-01-01T01:43:00Z,-1.322823814,1.079691388,-2.089144287
2021-01-01T01:44:00Z,-0.509775089,-0.665916121,0.197131362
2021-01-01T01:45:00Z,-0.105029679,-0.719737484,-1.414173582
2021-01-01T01:46:00Z,-0.172694611,-0.365274348,0.48923831
2021-01-01T01:47:00Z,0.238155753,-2.660351687,-1.254659061
2021-01-01T01:48:00Z,-0.383249666,0.873854339,0.954905331
2021-01-01T01:49:00Z,-1.15260997,0.491205997,0.708286716
2021-01-01T01:50:00Z,1.638429101,-1.170170107,1.538098625
2021-01-01T01:51:00Z,0.522334935,-0.525566709,-1.09767227
2021-01-01T01:52:00Z,1.712924634,0.362831589,1.394572044
2021-01-01T01:53:00Z,0.667675048,-1.581688478,-0.199630555
2021-01-01T01:54:00Z,-1.237923858,-2.392354977,-0.565497699
2021-01-01T01:55:00Z,0.165735901,0.203990468,1.374121208
2021-01-01T01:56:00Z,0.031059553,-0.275673405,0.11182792
2021-01-01T01:57:00Z,-0.147672794,-0.927871922,-0.226585967
2021-01-01T01:58:00Z,-0.509897002,-0.974826796,-0.761803152
2021-01-01T01:59:00Z,-1.716184501,2.029662244,-0.938071968
2021-01-01T02:00:00Z,-0.352256351,-1.087602825,1.283467085
2021-01-01T02:01:00Z,0.775129443,0.131585594,0.091396801
2021-01-01T02:02:00Z,1.428138618,-0.213460411,-1.5354859
2021-01-01T02:03:00Z,-1.768292894,-0.011599563,0.514105723
2021-01-01T02:04:00Z,0.097639264,-0.366169721,0.455725517
2021-01-01T02:05:00Z,-0.595879467,0.026405221,2.302787269
2021-01-01T02:06:00Z,0.162051204,0.201772613,0.841372347
2021-01-01T02:07:00Z,0.739246201,2.003093252,0.805747921
2021-01-01T02:08:00Z,0.049948534,0.298732267,0.128060299
2021-01-01T02:09:00Z,0.572654768,-1.13212015,0.156197904
2021-01-01T02:10:00Z,0.793390013,-0.291626912,-0.390275279
2021-01-01T02:11:00Z,1.754333592,-1.859680382,-1.337244594
2021-01-01T02:12:00Z,-1.134461711,0.386684709,0.377403578
2021-01-01T02:13:00Z,1.526796623,-1.232104163,0.178627293
2021-01-01T02:14:00Z,-0.331639619,-1.034638788,-1.308169916
2021-01-01T02:15:00Z,-0.474477054,0.486839953,-0.833490056
2021-01-01T02:16:00Z,-1.864629982,0.213436032,0.092594967
2021-01-01T02:17:00Z,-1.687673107,-0.279057444,-0.942477364
2021-01-01T02:18:00Z,-1.059717469,0.069142693,-0.891657954
2021-01-01T02:19:00Z,-1.592209511,-1.907969585,-1.248089978
2021-01-01T02:20:00Z,-0.897904846,-0.151281423,-0.486976726
2021-01-01T02:21:00Z,-1.414754902,0.331960008,-0.466752522
2021-01-01T02:22:00Z,-0.778030225,-0.054973837,0.757833351
2021-01-01T02:23:00Z,0.386953554,-0.796406112,-0.730334027
2021-01-01T02:24:00Z,-0.47546981,0.686756687,1.342537935
2021-01-01T02:25:00Z,0.309126592,1.18079961,0.190082152
2021-01-01T02:26:00Z,-0.49638841,0.570891229,-0.456753983
2021-01-01T02:27:00Z,-0.441010806,-0.206202178,0.92753442
2021-01-01T02:28:00Z,0.101586648,0.654693775,-0.400827623
2021-01-01T02:29:00Z,0.723026277,0.536014283,-0.347518025
2021-01-01T02:30:00Z,0.242770703,-0.993428523,-0.983062478
2021-01-01T02:31:00Z,0.227227724,0.097621948,-1.012533592
2021-01-01T02:32:00Z,1.285873146,-0.345264326,-1.218313478
2021-01-01T02:33:00Z,-1.013086869,-0.607574577,-0.180749387
2021-01-01T02:34:00Z,-0.204300348,0.57901196,-1.035898785
2021-01-01T02:35:00Z,-1.848005272,-0.363059031,0.270063911
2021-01-01T02:36:00Z,-1.633057662,2.178165255,-0.426189124
2021-01-01T02:37:00Z,-0.336028594,-1.692003445,-0.060182539
2021-01-01T02:38:00Z,1.879860515,0.238939502,0.453845345
2021-01-01T02:39:00Z,-0.30843607,-1.440871843,0.246438888
2021-01-01T02:40:00Z,0.702816782,-2.109616135,0.658490828
2021-01-01T02:41:00Z,0.437199901,-0.030575136,-1.614838357
2021-01-01T02:42:00Z,-0.496213993,1.501763903,-1.030408133
2021-01-01T02:43:00Z,0.536978996,0.670911681,0.037912745
